,,,,,,,,,,
ST123Q04NA,<this academic year>: My parents encourage me to be confident.,,,,,,,,,2015
ST019AQ01T,Country of Birth International - Self,,,,,,,,,2015
ST019BQ01T,Country of Birth International - Mother,,,,,,,,,2015
ST019CQ01T,Country of Birth International - Father,,,,,,,,,2015
ST021Q01TA,How old were you when you arrived in <country of test>?,,,,,,,,,2015
ST022Q01TA,International Language at Home,,,,,,,,,2015
ST124Q01TA,Did you attend <ISCED 0>?,,,,,,,,,2015
ST125Q01NA,How old were you when you started <ISCED 0>? Years,,,,,,,,,2015
ST126Q01TA,How old were you when you started <ISCED 1>? Years,,,,,,,,,2015
ST127Q01TA,Have you ever repeated a <grade>? At <ISCED 1>,,,,,,,,,2015
ST127Q02TA,Have you ever repeated a <grade>? At <ISCED 2>,,,,,,,,,2015
ST127Q03TA,Have you ever repeated a <grade>? At <ISCED 3>,,,,,,,,,2015
ST111Q01TA,Which of the following do you expect to complete?,,,,,,,,,2015
ST118Q01NA,To what extent do you disagree or agree about yourself? I often worry that it will be difficult for me taking a test.,,,,,,,,,2015
ST118Q02NA,To what extent do you disagree or agree about yourself? I worry that I will get poor <grades> at school.,,,,,,,,,2015
ST118Q03NA,To what extent do you disagree or agree about yourself? Even if I am well-prepared for a test I feel very anxious.,,,,,,,,,2015
ST118Q04NA,I get very tense when I study for a test.,,,,,,,,,2015
ST118Q05NA,I get nervous when I don't know how to solve a task at school.,,,,,,,,,2015
ST119Q01NA,I want top grades in most or all of my courses.,,,,,,,,,2015
ST119Q02NA,I want to be able to select from among the best opportunities available when I graduate.,,,,,,,,,2015
ST119Q03NA,"I want to be the best, whatever I do.",,,,,,,,,2015
ST119Q04NA,I see myself as an ambitious person.,,,,,,,,,2015
ST119Q05NA,I want to be one of the best students in my class.,,,,,,,,,2015
ST121Q01NA,<NAME 1> is motivated? Gives up easily when confronted with a problem and is often not prepared,,,,,,,,,2015
ST121Q02NA,<NAME 2> is motivated? Mostly remains interested in the tasks she starts and sometimes does more than expected,,,,,,,,,2015
ST121Q03NA,<NAME 3> is motivated? Wants to get top grades at school and continues working on tasks until perfect.,,,,,,,,,2015
ST082Q01NA,To what extent do you disagree or agree about yourself? I prefer working as part of a team to working alone.,,,,,,,,,2015
ST082Q02NA,To what extent do you disagree or agree about yourself? I am a good listener.,,,,,,,,,2015
ST082Q03NA,To what extent do you disagree or agree about yourself? I enjoy seeing my classmates be successful.,,,,,,,,,2015
ST082Q08NA,To what extent do you disagree or agree about yourself? I take into account what others are interested in.,,,,,,,,,2015
ST082Q09NA,To what extent do you disagree or agree about yourself? I find that teams make better decisions than individuals.,,,,,,,,,2015
ST082Q12NA,To what extent do you disagree or agree about yourself? I enjoy considering different perspectives.,,,,,,,,,2015
ST082Q13NA,To what extent do you disagree or agree about yourself? I find that teamwork raises my own efficiency.,,,,,,,,,2015
ST082Q14NA,To what extent do you disagree or agree about yourself? I enjoy cooperating with peers.,,,,,,,,,2015
ST034Q01TA,I feel like an outsider (or left out of things) at school.,,,,,,,,,2015
ST034Q02TA,I make friends easily at school.,,,,,,,,,2015
ST034Q03TA,I feel like I belong at school.,,,,,,,,,2015
ST034Q04TA,I feel awkward and out of place in my school.,,,,,,,,,2015
ST034Q05TA,Other students seem to like me.,,,,,,,,,2015
ST034Q06TA,I feel lonely at school.,,,,,,,,,2015
ST039Q01NA,Teachers called on me less often than they called on other students.,,,,,,,,,2015
ST039Q02NA,Teachers graded me harder than they graded other students.,,,,,,,,,2015
ST039Q03NA,Teachers gave me the impression that they think I am less smart than I really am.,,,,,,,,,2015
ST039Q04NA,Teachers disciplined me more harshly than other students.,,,,,,,,,2015
ST039Q05NA,Teachers ridiculed me in front of others.,,,,,,,,,2015
ST039Q06NA,Teachers said something insulting to me in front of others.,,,,,,,,,2015
ST059Q01TA,Number of <class periods> required per week in <test language>,,,,,,,,,2015
ST059Q02TA,Number of <class periods> required per week in mathematics,,,,,,,,,2015
ST059Q03TA,Number of <class periods> required per week in <science>,,,,,,,,,2015
ST060Q01NA,"In a normal, full week at school, how many <class periods> are you required to attend in total?",,,,,,,,,2015
ST061Q01NA,"How many minutes, on average, are there in a <class period>?",,,,,,,,,2015
ST062Q01TA,"In the last two full weeks of school, how often: I <skipped> a whole school day",,,,,,,,,2015
ST062Q02TA,"In the last two full weeks of school, how often: I <skipped> some classes",,,,,,,,,2015
ST062Q03TA,"In the last two full weeks of school, how often: I arrived late for school",,,,,,,,,2015
ST071Q01NA,"This school year, approximately how many hours per week do you spend learning in addition? <School Science>",,,,,,,,,2015
ST071Q02NA,"This school year, approximately how many hours per week do you spend learning in addition? Mathematics",,,,,,,,,2015
ST071Q03NA,"This school year, approximately how many hours per week do you spend learning in addition? <Test language>",,,,,,,,,2015
ST071Q04NA,"This school year, approximately how many hours per week do you spend learning in addition? <Foreign language>",,,,,,,,,2015
ST071Q05NA,"This school year, approximately how many hours per week do you spend learning in addition? Other",,,,,,,,,2015
ST031Q01NA,"On avg, how many days do you attend physical education classes each week?",,,,,,,,,2015
ST032Q01NA,Moderate physical activities for a total of at least 60 minutes per day,,,,,,,,,2015
ST032Q02NA,Vigorous physical activities for at least 20 minutes per day that made you sweat and breathe hard,,,,,,,,,2015
ST063Q01NA,Which <school science> course did you attend? Physics: This year,,,,,,,,,2015
ST063Q01NB,Which <school science> course did you attend? Physics: Last year,,,,,,,,,2015
ST063Q02NA,Which <school science> course did you attend? Chemistry: This year,,,,,,,,,2015
ST063Q02NB,Which <school science> course did you attend? Chemistry: Last year,,,,,,,,,2015
ST063Q03NA,Which <school science> course did you attend? Biology: This year,,,,,,,,,2015
ST063Q03NB,Which <school science> course did you attend? Biology: Last year,,,,,,,,,2015
ST063Q04NA,Which <school science> course did you attend? <Earth and space>: This year,,,,,,,,,2015
ST063Q04NB,Which <school science> course did you attend? <Earth and space>: Last year,,,,,,,,,2015
ST063Q05NA,Which <school science> course did you attend? Applied sciences and technology: This year,,,,,,,,,2015
ST063Q05NB,Which <school science> course did you attend? Applied sciences and technology: Last year,,,,,,,,,2015
ST063Q06NA,"Which <school science> course did you attend? <General, integrated, or comprehen science> course: This year",,,,,,,,,2015
ST063Q06NB,"Which <school science> course did you attend? <General, integrated, or comprehen science> course: Last year",,,,,,,,,2015
ST064Q01NA,<school science> courses? I can choose the <school science> course(s) I study.,,,,,,,,,2015
ST064Q02NA,<school science> courses? I can choose the level of difficulty.,,,,,,,,,2015
ST064Q03NA,<school science> courses? I can choose the number of <school science> courses or <class periods>.,,,,,,,,,2015
ST097Q01TA,How often does this happen in your <school science> lessons? Students don't listen to what the teacher says.,,,,,,,,,2015
ST097Q02TA,How often does this happen in your <school science> lessons? There is noise and disorder.,,,,,,,,,2015
ST097Q03TA,How often does this happen in your <school science> lessons? The teacher waits long for students to quiet down.,,,,,,,,,2015
ST097Q04TA,How often does this happen in your <school science> lessons? Students cannot work well.,,,,,,,,,2015
ST097Q05TA,How often does this happen in your <school science> lessons? Students don't start working for a long time after.,,,,,,,,,2015
ST098Q01TA,When learning <school science>? Students are given opportunities to explain their ideas.,,,,,,,,,2015
ST098Q02TA,When learning <school science>? Students spend time in the laboratory doing practical experiments.,,,,,,,,,2015
ST098Q03NA,When learning <school science>? Students are required to argue about science questions.,,,,,,,,,2015
ST098Q05TA,When learning <school science>? Students are asked to draw conclusions from an experiment they have conducted.,,,,,,,,,2015
ST098Q06TA,When learning <school science>? The teacher explains <school science> idea can be applied,,,,,,,,,2015
ST098Q07TA,When learning <school science>? Students are allowed to design their own experiments.,,,,,,,,,2015
ST098Q08NA,When learning <school science>? There is a class debate about investigations.,,,,,,,,,2015
ST098Q09TA,When learning <school science>? The teacher clearly explains relevance  <broad science> concepts to our lives.,,,,,,,,,2015
ST098Q10NA,When learning <school science>? Students are asked to do an investigation to test ideas.,,,,,,,,,2015
ST100Q01TA,How often does this happen in your <school science> lessons? The teacher shows  interest every students learning.,,,,,,,,,2015
ST100Q02TA,How often does this happen in your <school science> lessons? The teacher gives extra help.,,,,,,,,,2015
ST100Q03TA,How often does this happen in your <school science> lessons? The teacher helps students with their learning.,,,,,,,,,2015
ST100Q04TA,How often does this happen in your <school science>? The teacher continues teaching\students understand.,,,,,,,,,2015
ST100Q05TA,How often does this happen in your <school science>? Teacher gives an opportunity to express opinions.,,,,,,,,,2015
ST103Q01NA,How often does this happen in <school science>? The teacher explains scientific ideas.,,,,,,,,,2015
ST103Q03NA,How often does this happen in <school science>? A whole class discussion takes place with the teacher.,,,,,,,,,2015
ST103Q08NA,How often does this happen in <school science>? The teacher discusses our questions.,,,,,,,,,2015
ST103Q11NA,How often does this happen in <school science>? The teacher demonstrates an idea.,,,,,,,,,2015
ST104Q01NA,How often does this happen in <school science>? The teacher tells me how I am performing in this course.,,,,,,,,,2015
ST104Q02NA,How often does this happen in <school science>? The teacher gives me feedback on my strengths <school science> subjec,,,,,,,,,2015
ST104Q03NA,How often does this happen in <school science>? The teacher tells me in which areas I can still improve.,,,,,,,,,2015
ST104Q04NA,How often does this happen in <school science>? The teacher tells me how I can improve my performance.,,,,,,,,,2015
ST104Q05NA,How often does this happen in <school science>? The teacher advises me on how to reach my learning goals.,,,,,,,,,2015
ST107Q01NA,How often does this happen in <school science>? The teacher adapts the lesson to my class needs and knowledge.,,,,,,,,,2015
ST107Q02NA,How often does this happen in <school science>? The teacher provides individual help when a student has difficulties,,,,,,,,,2015
ST107Q03NA,How often does this happen in <school science>? The teacher changes the structure of the lesson on a topic,,,,,,,,,2015
ST092Q01TA,How informed are you about this environmental issue? The increase of greenhouse gases in the atmosphere,,,,,,,,,2015
ST092Q02TA,How informed are you about this environmental issue? The use of genetically modified organisms (<GMO>),,,,,,,,,2015
ST092Q04TA,How informed are you about this environmental issue? Nuclear waste,,,,,,,,,2015
ST092Q05TA,How informed are you about this environmental issue? The consequences of clearing forests\other land use,,,,,,,,,2015
ST092Q06NA,How informed are you about this environmental issue? Air pollution,,,,,,,,,2015
ST092Q08NA,How informed are you about this environmental issue? Extinction of plants and animals,,,,,,,,,2015
ST092Q09NA,How informed are you about this environmental issue? Water shortage,,,,,,,,,2015
ST093Q01TA,This issue will improve or get worse over next 20 years? Air pollution (student),,,,,,,,,2015
ST093Q03TA,This issue will improve or get worse over next 20 years? Extinction of plants and animals (student),,,,,,,,,2015
ST093Q04TA,This issue will improve or get worse over next 20 years? Clearing of forests for other land use (student),,,,,,,,,2015
ST093Q05TA,This issue will improve or get worse over next 20 years? Water shortages (student),,,,,,,,,2015
ST093Q06TA,This issue will improve or get worse over next 20 years? Nuclear waste (student),,,,,,,,,2015
ST093Q07NA,This issue will improve or get worse over next 20 years? The increase of greenhouse gases in the atmosphere,,,,,,,,,2015
ST093Q08NA,This issue will improve or get worse over next 20 years? The use of genetically modified organisms (<GMO>),,,,,,,,,2015
ST094Q01NA,Disagree or agree with the statements? I have fun when I am learning <broad science>,,,,,,,,,2015
ST094Q02NA,Disagree or agree with the statements? I like reading about <broad science> topics.,,,,,,,,,2015
ST094Q03NA,Disagree or agree with the statements? I am happy working on <broad science> topics.,,,,,,,,,2015
ST094Q04NA,Disagree or agree with the statements? I enjoy acquiring new knowledge in <broad science>.,,,,,,,,,2015
ST094Q05NA,Disagree or agree with the statements? I am interested in learning about <broad science>.,,,,,,,,,2015
ST095Q04NA,"To what extent are you interested in: Biosphere (e.g. ecosystem services, sustainability)",,,,,,,,,2015
ST095Q07NA,"To what extent are you interested in: Motion and forces (e.g. velocity, friction, magnetic and gravi forces)",,,,,,,,,2015
ST095Q08NA,"To what extent are you interested in: Energy and its transformation (e.g. conservation, chemical reactions)",,,,,,,,,2015
ST095Q13NA,To what extent are you interested in: <broad science> topics? The Universe and its history,,,,,,,,,2015
ST095Q15NA,To what extent are you interested in: <broad science> topics? How science can help us prevent disease,,,,,,,,,2015
ST113Q01TA,Making an effort in my <school science> subject(s) is worth it because this will help me in the work I want to do lat,,,,,,,,,2015
ST113Q02TA,What I learn in my <school science> subject(s) is important for me because I need this for what I want to do later on,,,,,,,,,2015
ST113Q03TA,Studying my <school science> subject(s) is worthwhile for me because what I learn will improve my career prospects.,,,,,,,,,2015
ST113Q04TA,Many things I learn in my <school science> subject(s) will help me to get a job.,,,,,,,,,2015
ST129Q01TA,Recognise the science question that underlies a newspaper report on a health issue.,,,,,,,,,2015
ST129Q02TA,Explain why earthquakes occur more frequently in some areas than in others.,,,,,,,,,2015
ST129Q03TA,Describe the role of antibiotics in the treatment of disease.,,,,,,,,,2015
ST129Q04TA,Identify the science question associated with the disposal of garbage.,,,,,,,,,2015
ST129Q05TA,Predict how changes to an environment will affect the survival of certain species.,,,,,,,,,2015
ST129Q06TA,Interpret the scientific information provided on the labelling of food items.,,,,,,,,,2015
ST129Q07TA,Discuss how new evidence can lead you to change your understanding about the possibility of life on Mars.,,,,,,,,,2015
ST129Q08TA,Identify the better of two explanations for the formation of acid rain.,,,,,,,,,2015
ST131Q01NA,A good way to know if something is true is to do an experiment.,,,,,,,,,2015
ST131Q03NA,How much do you disagree or agree with the statements below? Ideas in <broad science> sometimes change.,,,,,,,,,2015
ST131Q04NA,Good answers are based on evidence from many different experiments.,,,,,,,,,2015
ST131Q06NA,It is good to try experiments more than once to make sure of your findings.,,,,,,,,,2015
ST131Q08NA,Sometimes <broad science> scientists change their minds about what is true,,,,,,,,,2015
ST131Q11NA,The ideas in <broad science> science books sometimes change.,,,,,,,,,2015
ST146Q01TA,How often do you do these things? Watch TV programmes about <broad science>,,,,,,,,,2015
ST146Q02TA,How often do you do these things? Borrow or buy books on <broad science> topics,,,,,,,,,2015
ST146Q03TA,How often do you do these things? Visit web sites about <broad science> topics,,,,,,,,,2015
ST146Q04TA,How often do you do these things? Read <broad science> magazines or science articles in newspapers,,,,,,,,,2015
ST146Q05TA,How often do you do these things? Attend a <science club>,,,,,,,,,2015
ST146Q06NA,How often do you do these things? Simulate natural phenomena in computer programs\virtual labs,,,,,,,,,2015
ST146Q07NA,How often do you do these things? Simulate technical processes in computer programs\virtual labs,,,,,,,,,2015
ST146Q08NA,How often do you do these things? Visit web sites of ecology organisations,,,,,,,,,2015
ST146Q09NA,How often do you do these things? Follow news via blogs and microblogging,,,,,,,,,2015
ST076Q01NA,Before going to school did you: Eat breakfast,,,,,,,,,2015
ST076Q02NA,Before going to school did you: Study for school or homework,,,,,,,,,2015
ST076Q03NA,Before going to school did you: Watch TV\<DVD>\Video,,,,,,,,,2015
ST076Q04NA,Before going to school did you: Read a book\newspaper\magazine,,,,,,,,,2015
ST076Q05NA,"Before going to school did you: Internet\Chat\Social networks (e.g. <Facebook>, <country-specific social network>)",,,,,,,,,2015
ST076Q06NA,Before going to school did you: Play video-games,,,,,,,,,2015
ST076Q07NA,Before going to school did you: Meet friends or talk to friends on the phone,,,,,,,,,2015
ST076Q08NA,Before going to school did you: Talk to your parents,,,,,,,,,2015
ST076Q09NA,Before going to school did you: Work in the household or take care,,,,,,,,,2015
ST076Q10NA,Before going to school did you: Work for pay,,,,,,,,,2015
ST076Q11NA,Before going to school did you: Exercise or practice a sport,,,,,,,,,2015
ST078Q01NA,After leaving school did you: Eat dinner,,,,,,,,,2015
ST078Q02NA,After leaving school did you: Study\school\hmk,,,,,,,,,2015
ST078Q03NA,After leaving school did you: Watch TV\<DVD>\Video,,,,,,,,,2015
ST078Q04NA,After leaving school did you: Read a book\newspaper\magazine,,,,,,,,,2015
ST078Q05NA,After leaving school did you: Internet\Chat\Social net (e.g. <Facebook>),,,,,,,,,2015
ST078Q06NA,After leaving school did you: Play video-games,,,,,,,,,2015
ST078Q07NA,After leaving school did you: Meet friends or talk to friends on the phone,,,,,,,,,2015
ST078Q08NA,After leaving school did you: Talk to your parents,,,,,,,,,2015
ST078Q09NA,After leaving school did you: Work in the household or take care of other family members,,,,,,,,,2015
ST078Q10NA,After leaving school did you: Work for pay,,,,,,,,,2015
ST078Q11NA,After leaving school did you: Exercise or practice a sport,,,,,,,,,2015
ST065Class,Student coded science class (from ST065Q01NA),,,,,,,,,2015
IC001Q01TA,Available for you to use at home: Desktop computer,,,,,,,,,2015
IC001Q02TA,"Available for you to use at home: Portable laptop, or notebook",,,,,,,,,2015
IC001Q03TA,"Available for you to use at home: <Tablet computer> (e.g. <iPad®>, <BlackBerry® PlayBook>)",,,,,,,,,2015
IC001Q04TA,Available for you to use at home: Internet connection,,,,,,,,,2015
IC001Q05TA,"Available for you to use at home: <Video games console>, e.g. <Sony® PlayStation®>",,,,,,,,,2015
IC001Q06TA,Available for you to use at home: <Cell phone> (without Internet access),,,,,,,,,2015
IC001Q07TA,Available for you to use at home: <Cell phone> (with Internet access),,,,,,,,,2015
IC001Q08TA,"Available for you to use at home: Portable music player (Mp3\Mp4 player, iPod® or similar)",,,,,,,,,2015
IC001Q09TA,Available for you to use at home: Printer,,,,,,,,,2015
IC001Q10TA,Available for you to use at home: USB (memory) stick,,,,,,,,,2015
IC001Q11TA,"Available for you to use at home: <ebook reader>, e.g. <Amazon® Kindle>",,,,,,,,,2015
IC009Q01TA,Digitial devices available at school: Desktop computer,,,,,,,,,2015
IC009Q02TA,Digitial devices available at school: Portable laptop or notebook,,,,,,,,,2015
IC009Q03TA,"Digitial devices available at school: <Tablet computer> (e.g. <iPad®>, <BlackBerry® PlayBook>)",,,,,,,,,2015
IC009Q05NA,Digitial devices available at school: Internet connected school computers,,,,,,,,,2015
IC009Q06NA,Digitial devices available at school: Internet connection via wireless network,,,,,,,,,2015
IC009Q07NA,"Digitial devices available at school: Storage space for school-related data, e.g. a folder for own documents",,,,,,,,,2015
IC009Q08TA,Digitial devices available at school: USB (memory) stick,,,,,,,,,2015
IC009Q09TA,"Digitial devices available at school: <ebook reader>, e.g. <Amazon® Kindle>",,,,,,,,,2015
IC009Q10NA,"Digitial devices available at school: Data projector, e.g. for slide presentations",,,,,,,,,2015
IC009Q11NA,"Digitial devices available at school: Interactive Whiteboard, e.g. <Smartboard®>",,,,,,,,,2015
IC002Q01NA,How old were you when you first used a digital device?,,,,,,,,,2015
IC003Q01TA,How old were you when you first used a computer?,,,,,,,,,2015
IC004Q01TA,How old were you when you first accessed the Internet?,,,,,,,,,2015
IC005Q01TA,"During a typical weekday, for how long do you use the Internet at school?",,,,,,,,,2015
IC006Q01TA,"During a typical weekday, for how long do you use the Internet outside of school?",,,,,,,,,2015
IC007Q01TA,"On a typical weekend day, for how long do you use the Internet outside of school?",,,,,,,,,2015
IC008Q01TA,Use digital devices outside school for playing one-player games.,,,,,,,,,2015
IC008Q02TA,Use digital devices outside school for playing collaborative online games.,,,,,,,,,2015
IC008Q03TA,Use digital devices outside school for using email.,,,,,,,,,2015
IC008Q04TA,Use digital devices outside school for <Chatting online> (e.g. <MSN®>).,,,,,,,,,2015
IC008Q05TA,"Use digital devices outside school for social networks (e.g. <Facebook>, <MySpace>).",,,,,,,,,2015
IC008Q07NA,"Use digital devices outside school for online games\Social Networks (e.g. <Farmville®>, <The Sims Social>).",,,,,,,,,2015
IC008Q08TA,"Use digital devices outside school for browsing the Internet for fun videos, e.g. <YouTube>).",,,,,,,,,2015
IC008Q09TA,Use digital devices outside school for reading news on the Internet (e.g. current affairs).,,,,,,,,,2015
IC008Q10TA,Use digital devices outside school for obtaining practical information from the Internet,,,,,,,,,2015
IC008Q11TA,"Use digital devices outside school for downloading music, films, games or software from the Internet.",,,,,,,,,2015
IC008Q12TA,Use digital devices outside school for uploading your own created contents for sharing,,,,,,,,,2015
IC008Q13NA,Use digital devices outside school for downloading new apps on a mobile device.,,,,,,,,,2015
IC010Q01TA,Frequency of use outside of school: Browsing the Internet for schoolwork (e.g. for preparing an essay or presentation,,,,,,,,,2015
IC010Q02NA,"Frequency of use outside of school: Browsing the Internet to follow up lessons, e.g. for finding explanations.",,,,,,,,,2015
IC010Q03TA,Frequency of use outside of school: Using email for communication with other students about schoolwork.,,,,,,,,,2015
IC010Q04TA,Frequency of use outside of school: Using email for communication with teacher\submit of homework or other schoolwork,,,,,,,,,2015
IC010Q05NA,Frequency of use outside of school: Using Social Networks for communication with other students about schoolwork.,,,,,,,,,2015
IC010Q06NA,Frequency of use outside of school: Using Social Networks for communication with teachers.,,,,,,,,,2015
IC010Q07TA,Frequency of use outside of school: Download\upload\browsing from school website (e.g. time table or course materials,,,,,,,,,2015
IC010Q08TA,"Frequency of use outside of school: Checking the schools website for announcements, e.g. absence of teachers.",,,,,,,,,2015
IC010Q09NA,Frequency of use outside of school: Doing homework on a computer.,,,,,,,,,2015
IC010Q10NA,Frequency of use outside of school: Doing homework on a mobile device.,,,,,,,,,2015
IC010Q11NA,Frequency of use outside of school: Downloading learning apps on a mobile device.,,,,,,,,,2015
IC010Q12NA,Frequency of use outside of school: Downloading science learning apps on a mobile device.,,,,,,,,,2015
IC011Q01TA,Frequency of use at school: <Chatting on line> at school.,,,,,,,,,2015
IC011Q02TA,Frequency of use at school: Using email at school.,,,,,,,,,2015
IC011Q03TA,Frequency of use at school: Browsing the Internet for schoolwork.,,,,,,,,,2015
IC011Q04TA,Frequency of use at school: Download\upload\browse schools web (e.g. <intranet>).,,,,,,,,,2015
IC011Q05TA,Frequency of use at school: Posting my work on the schools website.,,,,,,,,,2015
IC011Q06TA,Frequency of use at school: Playing simulations at school.,,,,,,,,,2015
IC011Q07TA,"Frequency of use at school: Practicing and drilling, foreign language learning or math.",,,,,,,,,2015
IC011Q08TA,Frequency of use at school: Doing homework on a school computer.,,,,,,,,,2015
IC011Q09TA,Frequency of use at school: Using school computers for group work and communication with other students.,,,,,,,,,2015
IC013Q01NA,I forget about time when I'm using digital devices.,,,,,,,,,2015
IC013Q04NA,"The Internet is a great resource for obtaining information I am interested in (e.g. news, sports, dictionary).",,,,,,,,,2015
IC013Q05NA,It is very useful to have Social Networks on the Internet.,,,,,,,,,2015
IC013Q11NA,I am really excited discovering new digital devices or applications.,,,,,,,,,2015
IC013Q12NA,I really feel bad if no Internet connection is possible.,,,,,,,,,2015
IC013Q13NA,I like using digital devices.,,,,,,,,,2015
IC014Q03NA,I feel comfortable using digital devices that I am less familiar with.,,,,,,,,,2015
IC014Q04NA,"If my friends and relatives want to buy new digital devices or applications, I can give them advice.",,,,,,,,,2015
IC014Q06NA,I feel comfortable using my digital devices at home.,,,,,,,,,2015
IC014Q08NA,"When I come across problems with digital devices, I think I can solve them.",,,,,,,,,2015
IC014Q09NA,"If my friends and relatives have a problem with digital devices, I can help them.",,,,,,,,,2015
IC015Q02NA,"If I need new software, I install it by myself.",,,,,,,,,2015
IC015Q03NA,I read information about digital devices to be independent.,,,,,,,,,2015
IC015Q05NA,I use digital devices as I want to use them.,,,,,,,,,2015
